week,day,room,screening,movie
482,0,1,4,Vendetta for the Saint
482,1,0,0,Banchikwwang
482,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
482,1,0,2,Nobels testamente
482,1,1,3,Man of Aran
482,1,1,4,Salt and Pepper
482,2,0,0,Heimat - Eine Chronik in elf Teilen
482,2,0,1,A World Apart
482,2,0,2,Flandersui gae
482,2,1,3,Stroszek
482,2,1,4,Martyrs Lane
482,3,0,0,Kvinnodröm
482,3,0,1,From the Dark
482,3,0,2,Sacrifice
482,3,1,3,La tribu
482,3,1,4,Our Ladies
482,4,0,0,Woomuk-Baemi ui sarang
482,4,0,1,Barrio
482,4,0,2,Ce jour-là
482,4,1,3,Fitzcarraldo
482,4,1,4,Blame It on the Bellboy
483,0,0,0,Wallander: Skytten
483,0,0,1,Canola
483,0,0,2,Guns Akimbo
483,0,1,3,La mano de un hombre muerto
483,0,1,4,Vendetta for the Saint
483,1,0,0,Banchikwwang
483,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
483,1,0,2,Nobels testamente
483,1,1,3,Man of Aran
483,1,1,4,Salt and Pepper
483,2,0,0,Heimat - Eine Chronik in elf Teilen
483,2,0,1,A World Apart
483,2,0,2,Flandersui gae
483,2,1,3,Stroszek
483,2,1,4,No One Gets Out Alive
483,3,0,0,Kvinnodröm
483,3,0,1,From the Dark
483,3,0,2,Sacrifice
483,3,1,3,La tribu
483,3,1,4,Our Ladies
483,4,0,0,Woomuk-Baemi ui sarang
483,4,0,1,Barrio
483,4,0,2,Ce jour-là
483,4,1,3,Fitzcarraldo
483,4,1,4,Blame It on the Bellboy
484,0,0,0,Wallander: Skytten
484,0,0,1,Canola
484,0,0,2,Guns Akimbo
484,0,1,3,La mano de un hombre muerto
484,0,1,4,Vendetta for the Saint
484,1,0,0,Banchikwwang
484,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
484,1,0,2,Nobels testamente
484,1,1,3,Man of Aran
484,1,1,4,Salt and Pepper
484,2,0,0,Heimat - Eine Chronik in elf Teilen
484,2,0,1,A World Apart
484,2,0,2,Flandersui gae
484,2,1,3,Stroszek
484,2,1,4,Las leyes de la frontera
484,3,0,0,Kvinnodröm
484,3,0,1,From the Dark
484,3,0,2,Sacrifice
484,3,1,3,La tribu
484,3,1,4,Our Ladies
484,4,0,0,Woomuk-Baemi ui sarang
484,4,0,1,Barrio
484,4,0,2,Ce jour-là
484,4,1,3,Fitzcarraldo
484,4,1,4,Blame It on the Bellboy
485,0,0,0,Wallander: Skytten
485,0,0,1,Canola
485,0,0,2,Guns Akimbo
485,0,1,3,La mano de un hombre muerto
485,0,1,4,Vendetta for the Saint
485,1,0,0,Banchikwwang
485,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
485,1,0,2,Nobels testamente
485,1,1,3,Man of Aran
485,1,1,4,Salt and Pepper
485,2,0,0,Heimat - Eine Chronik in elf Teilen
485,2,0,1,A World Apart
485,2,0,2,Flandersui gae
485,2,1,3,Stroszek
485,2,1,4,Sing-keu-hol
485,3,0,0,Kvinnodröm
485,3,0,1,From the Dark
485,3,0,2,Sacrifice
485,3,1,3,La tribu
485,3,1,4,Our Ladies
485,4,0,0,Woomuk-Baemi ui sarang
485,4,0,1,Barrio
485,4,0,2,Ce jour-là
485,4,1,3,Fitzcarraldo
485,4,1,4,Blame It on the Bellboy
486,0,0,0,Wallander: Skytten
486,0,0,1,Canola
486,0,0,2,Guns Akimbo
486,0,1,3,La mano de un hombre muerto
486,0,1,4,Vendetta for the Saint
486,1,0,0,Banchikwwang
486,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
486,1,0,2,Nobels testamente
486,1,1,3,Man of Aran
486,1,1,4,Salt and Pepper
486,2,0,0,Heimat - Eine Chronik in elf Teilen
486,2,0,1,A World Apart
486,2,0,2,Flandersui gae
486,2,1,3,Stroszek
486,2,1,4,Maixabel
486,3,0,0,Kvinnodröm
486,3,0,1,From the Dark
486,3,0,2,Sacrifice
486,3,1,3,La tribu
486,3,1,4,Our Ladies
486,4,0,0,Woomuk-Baemi ui sarang
486,4,0,1,Barrio
486,4,0,2,Ce jour-là
486,4,1,3,Fitzcarraldo
486,4,1,4,Blame It on the Bellboy
487,0,0,0,Wallander: Skytten
487,0,0,1,Canola
487,0,0,2,Guns Akimbo
487,0,1,3,La mano de un hombre muerto
487,0,1,4,Vendetta for the Saint
487,1,0,0,Banchikwwang
487,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
487,1,0,2,Nobels testamente
487,1,1,3,Man of Aran
487,1,1,4,Salt and Pepper
487,2,0,0,Heimat - Eine Chronik in elf Teilen
487,2,0,1,A World Apart
487,2,0,2,Flandersui gae
487,2,1,3,Stroszek
487,2,1,4,Seobok
487,3,0,0,Kvinnodröm
487,3,0,1,From the Dark
487,3,0,2,Sacrifice
487,3,1,3,La tribu
487,3,1,4,Our Ladies
487,4,0,0,Woomuk-Baemi ui sarang
487,4,0,1,Barrio
487,4,0,2,Ce jour-là
487,4,1,3,Fitzcarraldo
487,4,1,4,Blame It on the Bellboy
488,0,0,0,Wallander: Skytten
488,0,0,1,Canola
488,0,0,2,Guns Akimbo
488,0,1,3,La mano de un hombre muerto
488,0,1,4,Vendetta for the Saint
488,1,0,0,Banchikwwang
488,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
488,1,0,2,Nobels testamente
488,1,1,3,Man of Aran
488,1,1,4,Salt and Pepper
488,2,0,0,Heimat - Eine Chronik in elf Teilen
488,2,0,1,A World Apart
488,2,0,2,Flandersui gae
488,2,1,3,Stroszek
488,2,1,4,Ali & Ava
488,3,0,0,Kvinnodröm
488,3,0,1,From the Dark
488,3,0,2,Sacrifice
488,3,1,3,La tribu
488,3,1,4,Our Ladies
488,4,0,0,Woomuk-Baemi ui sarang
488,4,0,1,Barrio
488,4,0,2,Ce jour-là
488,4,1,3,Fitzcarraldo
488,4,1,4,Blame It on the Bellboy
489,0,0,0,Wallander: Skytten
489,0,0,1,Canola
489,0,0,2,Guns Akimbo
489,0,1,3,La mano de un hombre muerto
489,0,1,4,Vendetta for the Saint
489,1,0,0,Banchikwwang
489,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
489,1,0,2,Nobels testamente
489,1,1,3,Man of Aran
489,1,1,4,Salt and Pepper
489,2,0,0,Heimat - Eine Chronik in elf Teilen
489,2,0,1,A World Apart
489,2,0,2,Flandersui gae
489,2,1,3,Stroszek
489,2,1,4,Dos
489,3,0,0,Kvinnodröm
489,3,0,1,From the Dark
489,3,0,2,Sacrifice
489,3,1,3,La tribu
489,3,1,4,Our Ladies
489,4,0,0,Woomuk-Baemi ui sarang
489,4,0,1,Barrio
489,4,0,2,Ce jour-là
489,4,1,3,Fitzcarraldo
489,4,1,4,Blame It on the Bellboy
490,0,0,0,Wallander: Skytten
490,0,0,1,Canola
490,0,0,2,Guns Akimbo
490,0,1,3,La mano de un hombre muerto
490,0,1,4,Vendetta for the Saint
490,1,0,0,Banchikwwang
490,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
490,1,0,2,Nobels testamente
490,1,1,3,Man of Aran
490,1,1,4,Salt and Pepper
490,2,0,0,Heimat - Eine Chronik in elf Teilen
490,2,0,1,A World Apart
490,2,0,2,Flandersui gae
490,2,1,3,Stroszek
490,2,1,4,What's Love Got to Do with It?
490,3,0,0,Kvinnodröm
490,3,0,1,From the Dark
490,3,0,2,Sacrifice
490,3,1,3,La tribu
490,3,1,4,Our Ladies
490,4,0,0,Woomuk-Baemi ui sarang
490,4,0,1,Barrio
490,4,0,2,Ce jour-là
490,4,1,3,Fitzcarraldo
490,4,1,4,Blame It on the Bellboy
491,0,0,0,Wallander: Skytten
491,0,0,1,Canola
491,0,0,2,Guns Akimbo
491,0,1,3,La mano de un hombre muerto
491,0,1,4,Vendetta for the Saint
491,1,0,0,Banchikwwang
491,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
491,1,0,2,Nobels testamente
491,1,1,3,Man of Aran
491,1,1,4,Salt and Pepper
491,2,0,0,Heimat - Eine Chronik in elf Teilen
491,2,0,1,A World Apart
491,2,0,2,Flandersui gae
491,2,1,3,Stroszek
491,2,1,4,Mothering Sunday
491,3,0,0,Kvinnodröm
491,3,0,1,From the Dark
491,3,0,2,Sacrifice
491,3,1,3,La tribu
491,3,1,4,Our Ladies
491,4,0,0,Woomuk-Baemi ui sarang
491,4,0,1,Barrio
491,4,0,2,Ce jour-là
491,4,1,3,Fitzcarraldo
491,4,1,4,Blame It on the Bellboy
492,0,0,0,Wallander: Skytten
492,0,0,1,Canola
492,0,0,2,Guns Akimbo
492,0,1,3,La mano de un hombre muerto
492,0,1,4,Vendetta for the Saint
492,1,0,0,Banchikwwang
492,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
492,1,0,2,Nobels testamente
492,1,1,3,Man of Aran
492,1,1,4,Salt and Pepper
492,2,0,0,Heimat - Eine Chronik in elf Teilen
492,2,0,1,A World Apart
492,2,0,2,Flandersui gae
492,2,1,3,Stroszek
492,2,1,4,The Lost Leonardo
492,3,0,0,Kvinnodröm
492,3,0,1,From the Dark
492,3,0,2,Sacrifice
492,3,1,3,La tribu
492,3,1,4,Our Ladies
492,4,0,0,Woomuk-Baemi ui sarang
492,4,0,1,Barrio
492,4,0,2,Ce jour-là
492,4,1,3,Fitzcarraldo
492,4,1,4,Blame It on the Bellboy
493,0,0,0,Wallander: Skytten
493,0,0,1,Canola
493,0,0,2,Guns Akimbo
493,0,1,3,La mano de un hombre muerto
493,0,1,4,Vendetta for the Saint
493,1,0,0,Banchikwwang
493,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
493,1,0,2,Nobels testamente
493,1,1,3,Man of Aran
493,1,1,4,Salt and Pepper
493,2,0,0,Heimat - Eine Chronik in elf Teilen
493,2,0,1,A World Apart
493,2,0,2,Flandersui gae
493,2,1,3,Stroszek
493,2,1,4,Dancing Queens
493,3,0,0,Kvinnodröm
493,3,0,1,From the Dark
493,3,0,2,Sacrifice
493,3,1,3,La tribu
493,3,1,4,Our Ladies
493,4,0,0,Woomuk-Baemi ui sarang
493,4,0,1,Barrio
493,4,0,2,Ce jour-là
493,4,1,3,Fitzcarraldo
493,4,1,4,Blame It on the Bellboy
494,0,0,0,Wallander: Skytten
494,0,0,1,Canola
494,0,0,2,Guns Akimbo
494,0,1,3,La mano de un hombre muerto
494,0,1,4,Vendetta for the Saint
494,1,0,0,Banchikwwang
494,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
494,1,0,2,Nobels testamente
494,1,1,3,Man of Aran
494,1,1,4,Salt and Pepper
494,2,0,0,Heimat - Eine Chronik in elf Teilen
494,2,0,1,A World Apart
494,2,0,2,Flandersui gae
494,2,1,3,Stroszek
494,2,1,4,Werewolves Within
494,3,0,0,Kvinnodröm
494,3,0,1,From the Dark
494,3,0,2,Sacrifice
494,3,1,3,La tribu
494,3,1,4,Our Ladies
494,4,0,0,Woomuk-Baemi ui sarang
494,4,0,1,Barrio
494,4,0,2,Ce jour-là
494,4,1,3,Fitzcarraldo
494,4,1,4,Blame It on the Bellboy
495,0,0,0,Wallander: Skytten
495,0,0,1,Canola
495,0,0,2,Guns Akimbo
495,0,1,3,La mano de un hombre muerto
495,0,1,4,Vendetta for the Saint
495,1,0,0,Banchikwwang
495,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
495,1,0,2,Nobels testamente
495,1,1,3,Man of Aran
495,1,1,4,Salt and Pepper
495,2,0,0,Heimat - Eine Chronik in elf Teilen
495,2,0,1,A World Apart
495,2,0,2,Flandersui gae
495,2,1,3,Stroszek
495,2,1,4,Madres paralelas
495,3,0,0,Kvinnodröm
495,3,0,1,From the Dark
495,3,0,2,Sacrifice
495,3,1,3,La tribu
495,3,1,4,Our Ladies
495,4,0,0,Woomuk-Baemi ui sarang
495,4,0,1,Barrio
495,4,0,2,Ce jour-là
495,4,1,3,Fitzcarraldo
495,4,1,4,Blame It on the Bellboy
496,0,0,0,Wallander: Skytten
496,0,0,1,Canola
496,0,0,2,Guns Akimbo
496,0,1,3,La mano de un hombre muerto
496,0,1,4,Vendetta for the Saint
496,1,0,0,Banchikwwang
496,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
496,1,0,2,Nobels testamente
496,1,1,3,Man of Aran
496,1,1,4,Salt and Pepper
496,2,0,0,Heimat - Eine Chronik in elf Teilen
496,2,0,1,A World Apart
496,2,0,2,Flandersui gae
496,2,1,3,Stroszek
496,2,1,4,Decision to Leave
496,3,0,0,Kvinnodröm
496,3,0,1,From the Dark
496,3,0,2,Sacrifice
496,3,1,3,La tribu
496,3,1,4,Our Ladies
496,4,0,0,Woomuk-Baemi ui sarang
496,4,0,1,Barrio
496,4,0,2,Ce jour-là
496,4,1,3,Fitzcarraldo
496,4,1,4,Blame It on the Bellboy
497,0,0,0,Wallander: Skytten
497,0,0,1,Canola
497,0,0,2,Guns Akimbo
497,0,1,3,La mano de un hombre muerto
497,0,1,4,Vendetta for the Saint
497,1,0,0,Banchikwwang
497,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
497,1,0,2,Nobels testamente
497,1,1,3,Man of Aran
497,1,1,4,Salt and Pepper
497,2,0,0,Heimat - Eine Chronik in elf Teilen
497,2,0,1,A World Apart
497,2,0,2,Flandersui gae
497,2,1,3,Stroszek
497,2,1,4,Gwledd
497,3,0,0,Kvinnodröm
497,3,0,1,From the Dark
497,3,0,2,Sacrifice
497,3,1,3,La tribu
497,3,1,4,Our Ladies
497,4,0,0,Woomuk-Baemi ui sarang
497,4,0,1,Barrio
497,4,0,2,Ce jour-là
497,4,1,3,Fitzcarraldo
497,4,1,4,Blame It on the Bellboy
498,0,0,0,Wallander: Skytten
498,0,0,1,Canola
498,0,0,2,Guns Akimbo
498,0,1,3,La mano de un hombre muerto
498,0,1,4,Vendetta for the Saint
498,1,0,0,Banchikwwang
498,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
498,1,0,2,Nobels testamente
498,1,1,3,Man of Aran
498,1,1,4,Salt and Pepper
498,2,0,0,Heimat - Eine Chronik in elf Teilen
498,2,0,1,A World Apart
498,2,0,2,Flandersui gae
498,2,1,3,Stroszek
498,2,1,4,The Holly Kane Experiment
498,3,0,0,Kvinnodröm
498,3,0,1,From the Dark
498,3,0,2,Sacrifice
498,3,1,3,La tribu
498,3,1,4,Our Ladies
498,4,0,0,Woomuk-Baemi ui sarang
498,4,0,1,Barrio
498,4,0,2,Ce jour-là
498,4,1,3,Fitzcarraldo
498,4,1,4,Blame It on the Bellboy
499,0,0,0,Wallander: Skytten
499,0,0,1,Canola
499,0,0,2,Guns Akimbo
499,0,1,3,La mano de un hombre muerto
499,0,1,4,Vendetta for the Saint
499,1,0,0,Banchikwwang
499,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
499,1,0,2,Nobels testamente
499,1,1,3,Man of Aran
499,1,1,4,Salt and Pepper
499,2,0,0,Heimat - Eine Chronik in elf Teilen
499,2,0,1,A World Apart
499,2,0,2,Flandersui gae
499,2,1,3,Stroszek
499,2,1,4,The ABC Murders
499,3,0,0,Kvinnodröm
499,3,0,1,From the Dark
499,3,0,2,Sacrifice
499,3,1,3,La tribu
499,3,1,4,Our Ladies
499,4,0,0,Woomuk-Baemi ui sarang
499,4,0,1,Barrio
499,4,0,2,Ce jour-là
499,4,1,3,Fitzcarraldo
499,4,1,4,Blame It on the Bellboy
500,0,0,0,Wallander: Skytten
500,0,0,1,Canola
500,0,0,2,Guns Akimbo
500,0,1,3,La mano de un hombre muerto
500,0,1,4,Vendetta for the Saint
500,1,0,0,Banchikwwang
500,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
500,1,0,2,Nobels testamente
500,1,1,3,Man of Aran
500,1,1,4,Salt and Pepper
500,2,0,0,Heimat - Eine Chronik in elf Teilen
500,2,0,1,A World Apart
500,2,0,2,Flandersui gae
500,2,1,3,Stroszek
500,2,1,4,Inteurodeoksyeon
500,3,0,0,Kvinnodröm
500,3,0,1,From the Dark
500,3,0,2,Sacrifice
500,3,1,3,La tribu
500,3,1,4,Our Ladies
500,4,0,0,Woomuk-Baemi ui sarang
500,4,0,1,Barrio
500,4,0,2,Ce jour-là
500,4,1,3,Fitzcarraldo
500,4,1,4,Blame It on the Bellboy
501,0,0,0,Wallander: Skytten
501,0,0,1,Canola
501,0,0,2,Guns Akimbo
501,0,1,3,La mano de un hombre muerto
501,0,1,4,Vendetta for the Saint
501,1,0,0,Banchikwwang
501,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
501,1,0,2,Nobels testamente
501,1,1,3,Man of Aran
501,1,1,4,Salt and Pepper
501,2,0,0,Heimat - Eine Chronik in elf Teilen
501,2,0,1,A World Apart
501,2,0,2,Flandersui gae
501,2,1,3,Stroszek
501,2,1,4,Agatha and the Curse of Ishtar
501,3,0,0,Kvinnodröm
501,3,0,1,From the Dark
501,3,0,2,Sacrifice
501,3,1,3,La tribu
501,3,1,4,Our Ladies
501,4,0,0,Woomuk-Baemi ui sarang
501,4,0,1,Barrio
501,4,0,2,Ce jour-là
501,4,1,3,Fitzcarraldo
501,4,1,4,Blame It on the Bellboy
502,0,0,0,Wallander: Skytten
502,0,0,1,Canola
502,0,0,2,Guns Akimbo
502,0,1,3,La mano de un hombre muerto
502,0,1,4,Vendetta for the Saint
502,1,0,0,Banchikwwang
502,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
502,1,0,2,Nobels testamente
502,1,1,3,Man of Aran
502,1,1,4,Salt and Pepper
502,2,0,0,Heimat - Eine Chronik in elf Teilen
502,2,0,1,A World Apart
502,2,0,2,Flandersui gae
502,2,1,3,Stroszek
502,2,1,4,Friends and Strangers
502,3,0,0,Kvinnodröm
502,3,0,1,From the Dark
502,3,0,2,Sacrifice
502,3,1,3,La tribu
502,3,1,4,Our Ladies
502,4,0,0,Woomuk-Baemi ui sarang
502,4,0,1,Barrio
502,4,0,2,Ce jour-là
502,4,1,3,Fitzcarraldo
502,4,1,4,Blame It on the Bellboy
503,0,0,0,Wallander: Skytten
503,0,0,1,Canola
503,0,0,2,Guns Akimbo
503,0,1,3,La mano de un hombre muerto
503,0,1,4,Vendetta for the Saint
503,1,0,0,Banchikwwang
503,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
503,1,0,2,Nobels testamente
503,1,1,3,Man of Aran
503,1,1,4,Salt and Pepper
503,2,0,0,Heimat - Eine Chronik in elf Teilen
503,2,0,1,A World Apart
503,2,0,2,Flandersui gae
503,2,1,3,Stroszek
503,2,1,4,Sis dies corrents
503,3,0,0,Kvinnodröm
503,3,0,1,From the Dark
503,3,0,2,Sacrifice
503,3,1,3,La tribu
503,3,1,4,Our Ladies
503,4,0,0,Woomuk-Baemi ui sarang
503,4,0,1,Barrio
503,4,0,2,Ce jour-là
503,4,1,3,Fitzcarraldo
503,4,1,4,Blame It on the Bellboy
504,0,0,0,Wallander: Skytten
504,0,0,1,Canola
504,0,0,2,Guns Akimbo
504,0,1,3,La mano de un hombre muerto
504,0,1,4,Vendetta for the Saint
504,1,0,0,Banchikwwang
504,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
504,1,0,2,Nobels testamente
504,1,1,3,Man of Aran
504,1,1,4,Salt and Pepper
504,2,0,0,Heimat - Eine Chronik in elf Teilen
504,2,0,1,A World Apart
504,2,0,2,Flandersui gae
504,2,1,3,Stroszek
504,2,1,4,Loco por ella
504,3,0,0,Kvinnodröm
504,3,0,1,From the Dark
504,3,0,2,Sacrifice
504,3,1,3,La tribu
504,3,1,4,Our Ladies
504,4,0,0,Woomuk-Baemi ui sarang
504,4,0,1,Barrio
504,4,0,2,Ce jour-là
504,4,1,3,Fitzcarraldo
504,4,1,4,Blame It on the Bellboy
505,0,0,0,Wallander: Skytten
505,0,0,1,Canola
505,0,0,2,Guns Akimbo
505,0,1,3,La mano de un hombre muerto
505,0,1,4,Vendetta for the Saint
505,1,0,0,Banchikwwang
505,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
505,1,0,2,Nobels testamente
505,1,1,3,Man of Aran
505,1,1,4,Salt and Pepper
505,2,0,0,Heimat - Eine Chronik in elf Teilen
505,2,0,1,A World Apart
505,2,0,2,Flandersui gae
505,2,1,3,Stroszek
505,2,1,4,Flick
505,3,0,0,Kvinnodröm
505,3,0,1,From the Dark
505,3,0,2,Sacrifice
505,3,1,3,La tribu
505,3,1,4,Our Ladies
505,4,0,0,Woomuk-Baemi ui sarang
505,4,0,1,Barrio
505,4,0,2,Ce jour-là
505,4,1,3,Fitzcarraldo
505,4,1,4,Blame It on the Bellboy
506,0,0,0,Wallander: Skytten
506,0,0,1,Canola
506,0,0,2,Guns Akimbo
506,0,1,3,La mano de un hombre muerto
506,0,1,4,Vendetta for the Saint
506,1,0,0,Banchikwwang
506,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
506,1,0,2,Nobels testamente
506,1,1,3,Man of Aran
506,1,1,4,Salt and Pepper
506,2,0,0,Heimat - Eine Chronik in elf Teilen
506,2,0,1,A World Apart
506,2,0,2,Flandersui gae
506,2,1,3,Stroszek
506,2,1,4,El jugador de ajedrez
506,3,0,0,Kvinnodröm
506,3,0,1,From the Dark
506,3,0,2,Sacrifice
506,3,1,3,La tribu
506,3,1,4,Our Ladies
506,4,0,0,Woomuk-Baemi ui sarang
506,4,0,1,Barrio
506,4,0,2,Ce jour-là
506,4,1,3,Fitzcarraldo
506,4,1,4,Blame It on the Bellboy
507,0,0,0,Wallander: Skytten
507,0,0,1,Canola
507,0,0,2,Guns Akimbo
507,0,1,3,La mano de un hombre muerto
507,0,1,4,Vendetta for the Saint
507,1,0,0,Banchikwwang
507,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
507,1,0,2,Nobels testamente
507,1,1,3,Man of Aran
507,1,1,4,Salt and Pepper
507,2,0,0,Heimat - Eine Chronik in elf Teilen
507,2,0,1,A World Apart
507,2,0,2,Flandersui gae
507,2,1,3,Stroszek
507,2,1,4,Kol
507,3,0,0,Kvinnodröm
507,3,0,1,From the Dark
507,3,0,2,Sacrifice
507,3,1,3,La tribu
507,3,1,4,Our Ladies
507,4,0,0,Woomuk-Baemi ui sarang
507,4,0,1,Barrio
507,4,0,2,Ce jour-là
507,4,1,3,Fitzcarraldo
507,4,1,4,Blame It on the Bellboy
508,0,0,0,Wallander: Skytten
508,0,0,1,Canola
508,0,0,2,Guns Akimbo
508,0,1,3,La mano de un hombre muerto
508,0,1,4,Vendetta for the Saint
508,1,0,0,Banchikwwang
508,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
508,1,0,2,Nobels testamente
508,1,1,3,Man of Aran
508,1,1,4,Salt and Pepper
508,2,0,0,Heimat - Eine Chronik in elf Teilen
508,2,0,1,A World Apart
508,2,0,2,Flandersui gae
508,2,1,3,Stroszek
508,2,1,4,My Dad's Christmas Date
508,3,0,0,Kvinnodröm
508,3,0,1,From the Dark
508,3,0,2,Sacrifice
508,3,1,3,La tribu
508,3,1,4,Our Ladies
508,4,0,0,Woomuk-Baemi ui sarang
508,4,0,1,Barrio
508,4,0,2,Ce jour-là
508,4,1,3,Fitzcarraldo
508,4,1,4,Blame It on the Bellboy
509,0,0,0,Wallander: Skytten
509,0,0,1,Canola
509,0,0,2,Guns Akimbo
509,0,1,3,La mano de un hombre muerto
509,0,1,4,Vendetta for the Saint
509,1,0,0,Banchikwwang
509,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
509,1,0,2,Nobels testamente
509,1,1,3,Man of Aran
509,1,1,4,Salt and Pepper
509,2,0,0,Heimat - Eine Chronik in elf Teilen
509,2,0,1,A World Apart
509,2,0,2,Flandersui gae
509,2,1,3,Stroszek
509,2,1,4,Rebecca
509,3,0,0,Kvinnodröm
509,3,0,1,From the Dark
509,3,0,2,Sacrifice
509,3,1,3,La tribu
509,3,1,4,Our Ladies
509,4,0,0,Woomuk-Baemi ui sarang
509,4,0,1,Barrio
509,4,0,2,Ce jour-là
509,4,1,3,Fitzcarraldo
509,4,1,4,Blame It on the Bellboy
510,0,0,0,Wallander: Skytten
510,0,0,1,Canola
510,0,0,2,Guns Akimbo
510,0,1,3,La mano de un hombre muerto
510,0,1,4,Vendetta for the Saint
510,1,0,0,Banchikwwang
510,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
510,1,0,2,Nobels testamente
510,1,1,3,Man of Aran
510,1,1,4,Salt and Pepper
510,2,0,0,Heimat - Eine Chronik in elf Teilen
510,2,0,1,A World Apart
510,2,0,2,Flandersui gae
510,2,1,3,Stroszek
510,2,1,4,The Jack in the Box
510,3,0,0,Kvinnodröm
510,3,0,1,From the Dark
510,3,0,2,Sacrifice
510,3,1,3,La tribu
510,3,1,4,Our Ladies
510,4,0,0,Woomuk-Baemi ui sarang
510,4,0,1,Barrio
510,4,0,2,Ce jour-là
510,4,1,3,Fitzcarraldo
510,4,1,4,Blame It on the Bellboy
511,0,0,0,Wallander: Skytten
511,0,0,1,Canola
511,0,0,2,Guns Akimbo
511,0,1,3,La mano de un hombre muerto
511,0,1,4,Vendetta for the Saint
511,1,0,0,Banchikwwang
511,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
511,1,0,2,Nobels testamente
511,1,1,3,Man of Aran
511,1,1,4,Salt and Pepper
511,2,0,0,Heimat - Eine Chronik in elf Teilen
511,2,0,1,A World Apart
511,2,0,2,Flandersui gae
511,2,1,3,Stroszek
511,2,1,4,I Am Greta
511,3,0,0,Kvinnodröm
511,3,0,1,From the Dark
511,3,0,2,Sacrifice
511,3,1,3,La tribu
511,3,1,4,Our Ladies
511,4,0,0,Woomuk-Baemi ui sarang
511,4,0,1,Barrio
511,4,0,2,Ce jour-là
511,4,1,3,Fitzcarraldo
511,4,1,4,Blame It on the Bellboy
512,0,0,0,Wallander: Skytten
512,0,0,1,Canola
512,0,0,2,Guns Akimbo
512,0,1,3,La mano de un hombre muerto
512,0,1,4,Vendetta for the Saint
512,1,0,0,Banchikwwang
512,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
512,1,0,2,Nobels testamente
512,1,1,3,Man of Aran
512,1,1,4,Salt and Pepper
512,2,0,0,Heimat - Eine Chronik in elf Teilen
512,2,0,1,A World Apart
512,2,0,2,Flandersui gae
512,2,1,3,Stroszek
512,2,1,4,A Christmas Gift From Bob
512,3,0,0,Kvinnodröm
512,3,0,1,From the Dark
512,3,0,2,Sacrifice
512,3,1,3,La tribu
512,3,1,4,Our Ladies
512,4,0,0,Woomuk-Baemi ui sarang
512,4,0,1,Barrio
512,4,0,2,Ce jour-là
512,4,1,3,Fitzcarraldo
512,4,1,4,Blame It on the Bellboy
513,0,0,0,Wallander: Skytten
513,0,0,1,Canola
513,0,0,2,Guns Akimbo
513,0,1,3,La mano de un hombre muerto
513,0,1,4,Vendetta for the Saint
513,1,0,0,Banchikwwang
513,1,0,1,Emilie Richards - Sehnsucht nach Paradise Island
513,1,0,2,Nobels testamente
513,1,1,3,Man of Aran
513,1,1,4,Salt and Pepper
513,2,0,0,Heimat - Eine Chronik in elf Teilen
513,2,0,1,A World Apart
513,2,0,2,Flandersui gae
513,2,1,3,Stroszek
513,2,1,4,Benny Loves You
513,3,0,0,Kvinnodröm
513,3,0,1,From the Dark
513,3,0,2,Sacrifice
513,3,1,3,La tribu
513,3,1,4,Our Ladies
513,4,0,0,Woomuk-Baemi ui sarang
513,4,0,1,Barrio
513,4,0,2,Ce jour-là
513,4,1,3,Fitzcarraldo
513,4,1,4,Blame It on the Bellboy
514,0,0,0,Wallander: Skytten
514,0,0,1,Canola
514,0,0,2,Guns Akimbo
514,0,1,3,La mano de un hombre muerto
514,0,1,4,Vendetta for the Saint
514,1,0,0,Banchikwwang
